# file: s2.21600-43199.May.30.22.19.27.prettyPlan.csv May.30.22.19.27
# Spacecraft with id sat2
# Epoch [JDUT1] is 2458852.8125
# Step size [s] is 1.0
TP,mode,L-band,P-band,L-band GPs,P-band GPs,reward
83,obs,,P.32,,[318045 318046 318047 318048 318049 318050 318051 318052],0.04752
84,obs,,,,,
85,obs,,P.32,,[315654 315655 315656 315657 315658 315659 315660 315661],0.04021
86,obs,,,,,
87,obs,,P.32,,[313275 313276 313277 313278 313279 313280 313281 313282 313283],0.10517
88,obs,,,,,
89,obs,,P.32,,[310901 310902 310903 310904 310905 310906 310907 310908],0.10285
90,obs,,P.32,,[308561],0.01281
91,obs,,P.32,,[308554 308555 308556 308557 308558 308559 308560],0.11311
92,obs,,,,,
93,obs,,P.32,,[306228 306229 306230 306231],0.03792
94,obs,,P.32,,[303917],0.01314
95,obs,,P.32,,[303915 303916],0.02718
96,obs,,P.32,,[301617],0.01872
97,obs,,,,,
98,obs,,P.32,,[299305 299306],0.1067
99,obs,,P.32.E,,,
100,slew,,,,,
101,slew,,,,,
102,slew,,,,,
103,slew,,,,,
104,slew,,,,,
105,idle,,,,,
106,idle,,,,,
107,obs,,P.35.S,,,
108,obs,,P.35,,[287945],0.01584
109,obs,,P.35.E,,,
110,slew,,,,,
111,slew,,,,,
112,slew,,,,,
113,slew,,,,,
114,slew,,,,,
115,obs,,P.39.S,,,
116,obs,,P.39,,[278997 279003],0.10446
117,obs,,P.39,,[278996],0.05992
118,obs,,P.39,,[276785 276786 276787],0.17286
119,obs,,P.39.E,,,
120,slew,,,,,
121,slew,,,,,
122,slew,,,,,
123,slew,,,,,
124,obs,,P.42.S,,,
125,obs,,P.42,,[270286 270287 270288 270289 270290 270291 270292],0.21228
126,obs,,,,,
127,obs,,P.42,,[268143 268144 268145 268146 268147 268148 268149 268150 268151],0.2586
128,obs,,,,,
129,obs,,P.42,,[266001 266002 266003 266004 266005 266006 266007 266008 266009],0.39343
130,obs,,,,,
131,obs,,P.42,,[263842 263843 263844 263845 263846 263847 263848 263849],0.30646
132,obs,,P.42,,[261678],0.05157
133,obs,,P.42,,[261670 261671 261672 261673 261674 261675 261676 261677],0.128
134,obs,,P.42,,[259537],0.01625
135,obs,,P.42,,[259529 259530 259531 259532 259533 259534 259535 259536],0.12727
136,obs,,,,,
137,obs,,P.42,,[257376 257377 257378 257379 257380 257381 257382 257383],0.10619
138,obs,,,,,
139,obs,,P.42,,[255207 255208 255209 255210 255211 255212 255213 255214 255215],0.09367
140,obs,,,,,
141,obs,,P.42,,[253034 253035 253036 253037 253038 253039 253040 253041 253042],0.04906
142,obs,,,,,
143,obs,,P.42,,[250852 250853 250854 250855 250856 250857 250858 250859],0.11036
144,obs,,,,,
145,obs,,P.42,,[248696 248697 248698 248699 248700 248701 248702 248703 248704],0.12651
146,obs,,,,,
147,obs,,P.42,,[246555 246556 246557 246558 246559 246560 246561 246562 246563],0.21855
148,obs,,,,,
149,obs,,P.42,,[244409 244410 244411 244412 244413 244414 244415 244416],0.04614
150,obs,,,,,
151,obs,,P.42,,[242261 242262 242263 242264 242265 242266 242267 242268 242269],0.05034
152,obs,,,,,
153,obs,,P.42,,[240126 240127 240128 240129 240130 240131 240132 240133 240134],0.05917
154,obs,,,,,
155,obs,,P.42,,[237995 237996 237997 237998 237999 238000 238001 238002],0.09014
156,obs,,,,,
157,obs,,P.42,,[235851 235852 235853 235854 235855 235856 235857 235858 235859],0.28113
158,obs,,,,,
159,obs,,P.42,,[233718 233719 233720 233721 233722 233723 233724 233725 233726],0.09531
160,obs,,,,,
161,obs,,P.42,,[231626 231627 231628 231629 231630 231631 231632],0.03658
162,obs,,P.42,,[231624 231625],0.10315
163,obs,,P.42,,[229554 229555 229556 229557 229558 229559],0.03293
164,obs,,P.42,,[229551 229552 229553],0.06212
165,obs,,P.42,,[227490 227491 227492 227493 227494],0.12096
166,obs,,P.42,,[227486 227487 227488 227489],0.06746
167,obs,,P.42,,[225395 225396],0.02182
168,obs,,P.42,,[225388 225389 225390 225391 225392 225393 225394],0.12969
169,obs,,,,,
170,obs,,P.42,,[223266 223267 223268 223269 223270 223271 223272 223273 223274],0.14097
171,obs,,,,,
172,obs,,P.42,,[221140 221141 221142 221143 221144 221145 221146 221147 221148 221149],0.09962
173,obs,,,,,
174,obs,,P.42,,[219015 219016 219017 219018 219019 219020 219021 219022 219023],0.09593
175,obs,,,,,
176,obs,,P.42,,[216873 216874 216875 216876 216877 216878 216879 216880 216881],0.09517
177,obs,,,,,
178,obs,,P.42,,[214704 214705 214706 214707 214708 214709 214710 214711],0.04501
179,obs,,P.42,,[214702 214703],0.05732
180,obs,,P.42,,[212503 212504 212505 212506 212507],0.03714
181,obs,,P.42,,[212499 212500 212501 212502],0.06804
182,obs,,P.42,,[210305 210306],0.01077
183,obs,,P.42,,[210297 210298 210299 210300 210301 210302 210303 210304],0.13647
184,obs,,,,,
185,obs,,P.42,,[208068 208069 208070 208071 208072 208073 208074 208075 208076],0.05972
186,obs,,,,,
187,obs,,P.42,,[205803 205804 205805 205806 205807 205808 205809 205810 205811],0.09438
188,obs,,,,,
189,obs,,P.42,,[203548 203549 203550 203551 203552 203553 203554 203555 203556],0.04844
190,obs,,P.42,,[203547],0.00529
191,obs,,P.42,,[201307 201308 201309 201310 201311],0.07323
192,obs,,P.42,,[201303 201304 201305 201306],0.02142
193,obs,,P.42,,[198994 198995],0.104
194,obs,,P.42,,[198986 198987 198988 198989 198990 198991 198992 198993],0.08948
195,obs,,,,,
196,obs,,P.42,,[196593 196594 196595 196596 196597 196598 196599 196600 196601],0.14273
197,obs,,,,,
198,obs,,P.42,,[194178 194179 194180 194181 194182 194183 194184 194185 194186],0.14199
199,obs,,P.42,,[194177],0.00555
200,obs,,P.42,,[191734 191735 191736 191737 191738 191739 191740],0.12966
201,obs,,P.42,,[191731 191732 191733],0.01572
202,obs,,P.42,,[189229 189230],0.1037
203,obs,,P.42,,[189221 189222 189223 189224 189225 189226 189227 189228],0.22762
204,obs,,,,,
205,obs,,P.42,,[186708 186709 186710 186711 186712 186713 186714 186715 186716 186717],0.19298
206,obs,,,,,
207,obs,,P.42,,[184212 184213 184214 184215 184216 184217 184218 184219 184220],0.14121
208,obs,,P.42,,[184211],0.00547
209,obs,,P.42,,[181694 181695 181696 181697 181698 181699],0.125
210,obs,,P.42,,[181690 181691 181692 181693],0.11376
211,obs,,,,,
212,obs,,P.42,,[179151 179152 179153 179154 179155 179156 179157 179158 179159 179160],0.3778
213,obs,,,,,
214,obs,,P.42,,[176628 176629 176630 176631 176632 176633 176634 176635 176636 176637],0.3776
215,obs,,,,,
216,obs,,P.42,,[174138 174139 174140 174141 174142 174143],0.21691
217,obs,,P.42,,[174134 174135 174136 174137],0.11363
218,obs,,P.42,,[171632],0.00541
219,obs,,P.42,,[171623 171624 171625 171626 171627 171628 171629 171630 171631],0.18661
220,obs,,,,,
221,obs,,P.42,,[169086 169087 169088 169089 169090 169091 169092 169093 169094 169095],0.05356
222,obs,,,,,
223,obs,,P.42,,[166495 166496 166497 166498 166499 166500],0.03215
224,obs,,P.42,,[166491 166492 166493 166494],0.02126
225,obs,,P.42,,[163894],0.00513
226,obs,,P.42,,[163884 163885 163886 163887 163888 163889 163890 163891 163892 163893],0.14583
227,obs,,,,,
228,obs,,P.42,,[161276 161277 161278 161279 161280 161281 161282 161283 161284],0.14081
229,obs,,P.42,,[161275],0.00554
230,obs,,P.42,,[158638 158639 158640 158641 158642],0.02641
231,obs,,P.42,,[158632 158633 158634 158635 158636 158637],0.03297
232,obs,,,,,
233,obs,,P.42,,[155962 155963 155964 155965 155966 155967 155968 155969 155970 155971],0.05464
234,obs,,,,,
235,obs,,P.42,,[153271 153272 153273 153274 153275 153276 153277],0.03727
236,obs,,P.42,,[153268 153269 153270],0.01579
237,obs,,,,,
238,obs,,P.42,,[150582 150583 150584 150585 150586 150587 150588 150589 150590 150591 150592],0.0579
239,obs,,,,,
240,obs,,P.42,,[147909 147910 147911 147912 147913 147914 147915 147916],0.04329
241,obs,,P.42,,[147907 147908],0.05721
242,obs,,P.42,,[145222 145223],0.01096
243,obs,,P.42,,[145213 145214 145215 145216 145217 145218 145219 145220 145221],0.04864
244,obs,,,,,
245,obs,,P.42,,[142491 142492 142493 142494 142495 142496 142497 142498 142499],0.19838
246,obs,,P.42,,[142490],0.00604
247,obs,,P.42,,[139763 139764 139765 139766],0.17094
248,obs,,P.42,,[139756 139757 139758 139759 139760 139761 139762],0.12571
249,obs,,,,,
250,obs,,P.42,,[136993 136994 136995 136996 136997 136998 136999 137000 137001 137002],0.23016
251,obs,,P.42,,[136992],0.01597
252,obs,,P.42,,[134211 134212 134213 134214],0.06268
253,obs,,P.42,,[134204 134205 134206 134207 134208 134209 134210],0.10226
254,obs,,,,,
255,obs,,P.42,,[131413 131414 131415 131416 131417 131418 131419 131420 131421 131422],0.13775
256,obs,,P.42,,[131412],0.01576
257,obs,,P.42,,[128616 128617],0.03214
258,obs,,P.42,,[128607 128608 128609 128610 128611 128612 128613 128614 128615],0.17845
259,obs,,,,,
260,obs,,P.42,,[125779 125780 125781 125782 125783 125784 125785 125786 125787],0.1436
261,obs,,P.42,,[125777 125778],0.0318
262,obs,,P.42,,[122972],0.01575
263,obs,,P.42,,[122962 122963 122964 122965 122966 122967 122968 122969 122970 122971],0.15971
264,obs,,,,,
265,obs,,P.42,,[120138 120139 120140 120141 120142 120143 120144 120145],0.12636
266,obs,,P.42,,[120134 120135 120136 120137],0.06379
267,obs,,,,,
268,obs,,P.42,,[117260 117261 117262 117263 117264 117265 117266 117267 117268 117269 117270],0.17441
269,obs,,,,,
270,obs,,P.42,,[114365 114366 114367 114368],0.06481
271,obs,,P.42,,[114358 114359 114360 114361 114362 114363 114364],0.11113
272,obs,,,,,
273,obs,,P.42,,[111422 111423 111424 111425 111426 111427 111428 111429 111430 111431],0.16145
274,obs,,P.42,,[111420 111421],0.03219
275,obs,,,,,
276,obs,,P.42,,[108470 108471 108472 108473 108474 108475 108476 108477 108478 108479 108480],0.17496
277,obs,,,,,
278,obs,,P.42,,[105527 105528 105529 105530 105531],0.07959
279,obs,,P.42,,[105521 105522 105523 105524 105525 105526],0.0955
280,obs,,,,,
281,obs,,P.42,,[102598 102599 102600 102601 102602 102603 102604 102605 102606 102607],0.15949
282,obs,,P.42,,[102596 102597],0.03145
283,obs,,,,,
284,obs,,P.42,,[99662 99663 99664 99665 99666 99667 99668 99669 99670 99671 99672 99673],0.19101
285,obs,,,,,
286,obs,,P.42,,[96662 96663 96664 96665],0.06333
287,obs,,P.42,,[96654 96655 96656 96657 96658 96659 96660 96661],0.12716
288,obs,,,,,
289,obs,,P.42,,[93666 93667 93668 93669 93670 93671 93672 93673],0.16186
290,obs,,P.42,,[93663 93664 93665],0.08337
291,obs,,,,,
292,obs,,P.42,,[90705 90706 90707 90708 90709 90710 90711 90712 90713 90714 90715],0.28127
293,obs,,P.42,,[90704],0.01567
294,obs,,P.42,,[87759],0.01568
295,obs,,P.42,,[87748 87749 87750 87751 87752 87753 87754 87755 87756 87757 87758],0.20855
296,obs,,,,,
297,obs,,P.42,,[84799 84800 84801 84802],0.13472
298,obs,,P.42,,[84791 84792 84793 84794 84795 84796 84797 84798],0.23403
299,obs,,,,,
300,obs,,P.42,,[81887 81888 81889 81890 81891 81892 81893],0.25323
301,obs,,P.42,,[81882 81883 81884 81885 81886],0.07918
302,obs,,,,,
303,obs,,P.42,,[79010 79011 79012 79013 79014 79015 79016 79017 79018 79019],0.15915
304,obs,,P.42,,[79007 79008 79009],0.15526
305,obs,,,,,
306,obs,,P.42,,[76161 76162 76163 76164 76165 76166 76167 76168 76169 76170 76171],0.34263
307,obs,,P.42,,[76159 76160],0.06727
308,obs,,,,,
309,obs,,P.42,,[73319 73320 73321 73322 73323 73324 73325 73326 73327 73328 73329 73330],0.19015
310,obs,,P.42,,[73318],0.01576
311,obs,,P.42,,[70512],0.01616
312,obs,,P.42,,[70500 70501 70502 70503 70504 70505 70506 70507 70508 70509 70510 70511],0.26101
313,obs,,,,,
314,obs,,P.42,,[67709 67710],0.03135
315,obs,,P.42,,[67698 67699 67700 67701 67702 67703 67704 67705 67706 67707 67708],0.28153
316,obs,,,,,
317,obs,,P.42,,[64928 64929 64930],0.04772
318,obs,,P.42,,[64918 64919 64920 64921 64922 64923 64924 64925 64926 64927],0.19459
319,obs,,,,,
320,obs,,P.42,,[62125 62126 62127],0.04856
321,obs,,P.42,,[62115 62116 62117 62118 62119 62120 62121 62122 62123 62124],0.15984
322,obs,,,,,
323,obs,,P.42,,[59355 59356 59357 59358],0.0656
324,obs,,P.42,,[59346 59347 59348 59349 59350 59351 59352 59353 59354],0.17928
325,obs,,,,,
326,obs,,P.42,,[56656 56657 56658],0.11995
327,obs,,P.42,,[56646 56647 56648 56649 56650 56651 56652 56653 56654 56655],0.1607
328,obs,,,,,
329,obs,,P.42,,[53966 53967 53968],0.12004
330,obs,,P.42,,[53956 53957 53958 53959 53960 53961 53962 53963 53964 53965],0.1946
331,obs,,,,,
332,obs,,P.42,,[51336 51337],0.03159
333,obs,,P.42,,[51325 51326 51327 51328 51329 51330 51331 51332 51333 51334 51335],0.17485
334,obs,,,,,
335,obs,,P.42,,[48741],0.01568
336,obs,,P.42,,[48729 48730 48731 48732 48733 48734 48735 48736 48737 48738 48739 48740],0.19159
337,obs,,P.42.E,,,
338,obs,,P.42.S,,,
339,obs,,P.42,,[46187 46188 46189 46190 46191 46192 46193 46194 46195 46196 46197 46198],0.19111
340,obs,,P.42,,[46186],0.01613
341,obs,,,,,
342,obs,,P.42,,[43749 43750 43751 43752 43753 43754 43755 43756 43757 43758 43759],0.1743
343,obs,,P.42,,[43746 43747 43748],0.04713
344,obs,,,,,
345,obs,,P.42,,[41377 41378 41379 41380 41381 41382 41383 41384 41385],0.14503
346,obs,,P.42,,[41372 41373 41374 41375 41376],0.07873
347,obs,,,,,
348,obs,,P.42,,[39047 39048 39049 39050 39051 39052 39053],0.1124
349,obs,,P.42,,[39040 39041 39042 39043 39044 39045 39046],0.11056
350,obs,,,,,
351,obs,,P.42,,[36836 36837 36838 36839],0.06348
352,obs,,P.42,,[36826 36827 36828 36829 36830 36831 36832 36833 36834 36835],0.15804
353,obs,,P.42.E,,,
354,obs,,P.42.S,,,
355,obs,,P.42,,[34781 34782 34783 34784 34785 34786 34787 34788 34789 34790 34791 34792],0.18922
356,obs,,P.42,,[34779 34780],0.03205
357,obs,,,,,
358,obs,,P.42,,[32876 32877 32878 32879 32880 32881 32882 32883 32884],0.14337
359,obs,,P.42,,[32871 32872 32873 32874 32875],0.08047
360,obs,,,,,
361,obs,,P.42,,[31011 31012 31013 31014 31015],0.08092
362,obs,,P.42,,[31001 31002 31003 31004 31005 31006 31007 31008 31009 31010],0.16187
363,obs,,P.42.E,,,
364,obs,,P.42.S,,,
365,obs,,P.42,,[29256 29257 29258 29259 29260 29261 29262 29263 29264 29265 29266 29267],0.19703
366,obs,,P.42,,[29254 29255],0.0322
367,obs,,,,,
368,obs,,P.42,,[27516 27517 27518 27519 27520 27521 27522],0.11961
369,obs,,P.42,,[27509 27510 27511 27512 27513 27514 27515],0.11981
370,obs,,P.42.E,,,
371,obs,,P.42.S,,,
372,obs,,P.42,,[25840 25841 25842 25843 25844 25845],0.13086
373,obs,,P.42,,[25839],0.01739
374,obs,,P.42.E,,,
375,obs,,P.42.S,,,
376,obs,,P.42,,[24319 24320],0.03622
377,obs,,P.42.E,,,
378,obs,,P.42.S,,,
379,obs,,P.42,,[22850 22851],0.04475
380,obs,,P.42.E,,,
381,obs,,P.42.S,,,
382,obs,,P.42,,[21452],0.01571
383,obs,,P.42,,[21448 21449 21450 21451],0.07129
384,obs,,P.42.E,,,
386,obs,,P.42.S,,,
387,obs,,P.42,,[20089 20090 20091],0.05165
388,obs,,P.42.E,,,
389,obs,,P.42.S,,,
390,obs,,P.42,,[18818 18819 18820 18821 18822 18823 18824],0.12087
391,obs,,P.42.E,,,
392,obs,,P.42.S,,,
393,obs,,P.42,,[17577],0.01563
394,obs,,P.42,,[17569 17570 17571 17572 17573 17574 17575 17576],0.13703
395,obs,,P.42.E,,,
396,obs,,P.42.S,,,
397,obs,,P.42,,[16372 16373 16374 16375 16376 16377],0.1019
398,obs,,P.42,,[16367 16368 16369 16370 16371],0.08145
399,obs,,P.42.E,,,
400,obs,,P.42.S,,,
401,obs,,P.42,,[15221 15222 15223 15224 15225 15226 15227 15228 15229 15230 15231],0.17807
402,obs,,P.42,,[15219 15220],0.03166
403,obs,,,,,
404,obs,,P.42,,[14087],0.02319
405,obs,,P.42,,[14075 14076 14077 14078 14079 14080 14081 14082 14083 14084 14085 14086],0.20615
406,obs,,P.42,,[14073 14074],0.03412
407,obs,,P.42.E,,,
408,obs,,P.42.S,,,
409,obs,,P.42,,[13008 13009 13010 13011 13012 13013 13014 13015 13016],0.16658
410,obs,,P.42,,[13007],0.01719
411,obs,,P.42.E,,,
412,obs,,P.42.S,,,
413,obs,,P.42,,[12038 12039],0.03313
414,obs,,P.42,,[12037],0.01599
415,obs,,P.42.E,,,
416,slew,,,,,
417,slew,,,,,
418,slew,,,,,
419,slew,,,,,
420,obs,,P.46.S,,,
421,obs,,P.46,,[11087 11088 11089 11090 11091 11092],0.1057
422,obs,,P.46,,[11082 11083 11084 11085 11086],0.08746
423,obs,,P.46.E,,,
424,slew,,,,,
425,slew,,,,,
426,obs,,P.47.S,,,
427,obs,,P.47,,[10356],0.01558
428,obs,,P.47.E,,,
429,slew,,,,,
430,slew,,,,,
431,slew,,,,,
432,slew,,,,,
433,slew,,,,,
434,slew,,,,,
435,slew,,,,,
436,slew,,,,,
437,slew,,,,,
438,idle,,,,,
439,idle,,,,,
440,obs,,P.32.S,,,
441,obs,,P.32,,[6571 6572 6573 6574 6575 6576 6577],0.15271
442,obs,,P.32.E,,,
443,slew,,,,,
444,slew,,,,,
445,slew,,,,,
446,slew,,,,,
447,slew,,,,,
448,slew,,,,,
449,slew,,,,,
450,slew,,,,,
451,slew,,,,,
452,slew,,,,,
453,slew,,,,,
454,slew,,,,,
455,slew,,,,,
456,slew,,,,,
457,slew,,,,,
458,slew,,,,,
459,slew,,,,,
460,slew,,,,,
461,idle,,,,,
462,idle,,,,,
463,idle,,,,,
464,idle,,,,,
465,idle,,,,,
466,idle,,,,,
467,idle,,,,,
468,idle,,,,,
469,idle,,,,,
470,idle,,,,,
471,idle,,,,,
472,idle,,,,,
473,idle,,,,,
474,idle,,,,,
475,idle,,,,,
476,idle,,,,,
477,idle,,,,,
478,idle,,,,,
479,idle,,,,,
480,idle,,,,,
481,idle,,,,,
482,idle,,,,,
483,idle,,,,,
484,idle,,,,,
485,idle,,,,,
486,idle,,,,,
487,idle,,,,,
488,idle,,,,,
489,idle,,,,,
490,idle,,,,,
491,idle,,,,,
492,idle,,,,,
493,idle,,,,,
494,idle,,,,,
495,idle,,,,,
496,idle,,,,,
497,idle,,,,,
498,idle,,,,,
499,idle,,,,,
500,idle,,,,,
501,idle,,,,,
502,idle,,,,,
503,idle,,,,,
504,idle,,,,,
505,idle,,,,,
506,idle,,,,,
507,idle,,,,,
508,idle,,,,,
509,idle,,,,,
510,idle,,,,,
511,idle,,,,,
512,idle,,,,,
513,idle,,,,,
514,idle,,,,,
515,idle,,,,,
516,idle,,,,,
517,idle,,,,,
518,idle,,,,,
519,idle,,,,,
520,idle,,,,,
521,idle,,,,,
522,idle,,,,,
523,idle,,,,,
524,idle,,,,,
525,idle,,,,,
526,idle,,,,,
527,idle,,,,,
528,idle,,,,,
529,idle,,,,,
530,idle,,,,,
531,idle,,,,,
532,idle,,,,,
533,idle,,,,,
534,idle,,,,,
535,idle,,,,,
536,idle,,,,,
537,idle,,,,,
538,idle,,,,,
539,idle,,,,,
540,idle,,,,,
541,idle,,,,,
542,idle,,,,,
543,idle,,,,,
544,idle,,,,,
545,idle,,,,,
546,idle,,,,,
547,idle,,,,,
548,idle,,,,,
549,idle,,,,,
550,idle,,,,,
551,idle,,,,,
552,idle,,,,,
553,idle,,,,,
554,idle,,,,,
555,idle,,,,,
556,idle,,,,,
557,idle,,,,,
558,idle,,,,,
559,idle,,,,,
560,idle,,,,,
561,idle,,,,,
562,idle,,,,,
563,idle,,,,,
564,idle,,,,,
565,idle,,,,,
566,idle,,,,,
567,idle,,,,,
568,idle,,,,,
569,idle,,,,,
570,idle,,,,,
571,idle,,,,,
572,idle,,,,,
573,idle,,,,,
574,idle,,,,,
575,idle,,,,,
576,idle,,,,,
577,idle,,,,,
578,idle,,,,,
579,idle,,,,,
580,idle,,,,,
581,idle,,,,,
582,idle,,,,,
583,idle,,,,,
584,idle,,,,,
585,idle,,,,,
586,idle,,,,,
587,idle,,,,,
588,idle,,,,,
589,idle,,,,,
590,idle,,,,,
591,idle,,,,,
592,idle,,,,,
593,idle,,,,,
594,idle,,,,,
595,idle,,,,,
596,idle,,,,,
597,idle,,,,,
598,idle,,,,,
599,idle,,,,,
600,idle,,,,,
601,idle,,,,,
602,idle,,,,,
603,idle,,,,,
604,idle,,,,,
605,idle,,,,,
606,idle,,,,,
607,idle,,,,,
608,idle,,,,,
609,idle,,,,,
610,idle,,,,,
611,idle,,,,,
612,idle,,,,,
613,idle,,,,,
614,idle,,,,,
615,idle,,,,,
616,idle,,,,,
617,idle,,,,,
618,idle,,,,,
619,idle,,,,,
620,idle,,,,,
621,idle,,,,,
622,idle,,,,,
623,idle,,,,,
624,idle,,,,,
625,idle,,,,,
626,idle,,,,,
627,idle,,,,,
628,idle,,,,,
629,idle,,,,,
630,idle,,,,,
631,idle,,,,,
632,idle,,,,,
633,idle,,,,,
634,idle,,,,,
635,idle,,,,,
636,idle,,,,,
637,idle,,,,,
638,idle,,,,,
639,idle,,,,,
640,idle,,,,,
641,idle,,,,,
642,idle,,,,,
643,idle,,,,,
644,idle,,,,,
645,idle,,,,,
646,idle,,,,,
647,idle,,,,,
648,idle,,,,,
649,idle,,,,,
650,idle,,,,,
651,idle,,,,,
652,idle,,,,,
653,idle,,,,,
654,idle,,,,,
655,idle,,,,,
656,idle,,,,,
657,idle,,,,,
658,idle,,,,,
659,idle,,,,,
660,idle,,,,,
661,idle,,,,,
662,idle,,,,,
663,idle,,,,,
664,idle,,,,,
665,idle,,,,,
666,idle,,,,,
667,idle,,,,,
668,idle,,,,,
669,idle,,,,,
670,idle,,,,,
671,idle,,,,,
672,idle,,,,,
673,idle,,,,,
674,idle,,,,,
675,idle,,,,,
676,idle,,,,,
677,idle,,,,,
678,idle,,,,,
679,idle,,,,,
680,idle,,,,,
681,idle,,,,,
682,idle,,,,,
683,idle,,,,,
684,idle,,,,,
685,idle,,,,,
686,idle,,,,,
687,idle,,,,,
688,idle,,,,,
689,idle,,,,,
690,idle,,,,,
691,idle,,,,,
692,idle,,,,,
693,idle,,,,,
694,idle,,,,,
695,idle,,,,,
696,idle,,,,,
697,idle,,,,,
698,idle,,,,,
699,idle,,,,,
700,idle,,,,,
701,idle,,,,,
702,idle,,,,,
703,idle,,,,,
704,idle,,,,,
705,idle,,,,,
706,idle,,,,,
707,idle,,,,,
708,idle,,,,,
709,idle,,,,,
710,idle,,,,,
711,idle,,,,,
712,idle,,,,,
713,idle,,,,,
714,idle,,,,,
715,idle,,,,,
716,idle,,,,,
717,idle,,,,,
718,idle,,,,,
719,idle,,,,,
720,idle,,,,,
721,idle,,,,,
722,idle,,,,,
723,idle,,,,,
724,idle,,,,,
725,idle,,,,,
726,idle,,,,,
727,idle,,,,,
728,idle,,,,,
729,idle,,,,,
730,idle,,,,,
731,idle,,,,,
732,idle,,,,,
733,idle,,,,,
734,idle,,,,,
735,idle,,,,,
736,idle,,,,,
737,idle,,,,,
738,idle,,,,,
739,obs,,P.14.S,,,
740,obs,,P.14,,[479],0.04898
741,obs,,P.14.E,,,
742,slew,,,,,
743,slew,,,,,
744,obs,,P.15.S,,,
745,obs,,P.15,,[482 483 484 485],0.18215
746,obs,,P.15.E,,,
747,slew,,,,,
748,slew,,,,,
749,idle,,,,,
750,obs,,P.14.S,,,
751,obs,,P.14,,[674 675 676],0.1225
752,obs,,P.14.E,,,
753,obs,,P.14.S,,,
754,obs,,P.14,,[786],0.04264
755,obs,,P.14,,[787],0.0425
756,obs,,P.14,,[788],0.04282
757,obs,,P.14.E,,,
760,obs,,P.14.S,,,
761,obs,,P.14,,[807 808],0.03163
762,obs,,P.14.E,,,
763,obs,,P.14.S,,,
764,obs,,P.14,,[942],0.01594
765,obs,,P.14,,[943 944 945 946 947],0.13349
766,obs,,P.14,,[948 949 950 952],0.17095
767,obs,,P.14,,[951 953 954 955 956 957],0.18083
768,obs,,P.14,,[958 959],0.08488
769,obs,,P.14,,[960 961 962 963 964],0.21273
770,obs,,P.14,,[965 966 967 968 969],0.21341
771,obs,,P.14.E,,,
772,slew,,,,,
773,slew,,,,,
774,slew,,,,,
775,obs,,P.16.S,,,
776,obs,,P.16,,[1001],0.01574
777,obs,,P.16.E,,,
778,slew,,,,,
779,slew,,,,,
780,obs,,P.15.S,,,
