# file: s2.0-21599.May.30.22.17.40.prettyPlan.csv May.30.22.17.40
# Spacecraft with id sat2
# Epoch [JDUT1] is 2458852.5625
# Step size [s] is 1.0
TP,mode,L-band,P-band,L-band GPs,P-band GPs,reward
115,obs,,,,,
116,obs,,P.49,,[331438 331439 331440 331441 331442 331443 331444 331445],0.01773
117,obs,,,,,
118,obs,,P.49,,[333815 333816 333817 333818 333819 333820 333821 333822],0.02609
119,obs,,P.49,,[336212],0.00205
120,obs,,P.49,,[336205 336206 336207 336208 336209 336210 336211],0.03103
121,obs,,P.49,,[338610 338611 338612],0.01964
122,obs,,P.49,,[338605 338606 338607 338608 338609],0.02021
123,obs,,P.49,,[341006 341007 341008 341009 341010],0.03004
124,obs,,P.49,,[341003 341004 341005],0.01851
125,obs,,P.49,,[343404 343405 343406 343407 343408 343409 343410 343411],0.01974
126,obs,,,,,
127,obs,,P.49,,[345763 345764 345765 345766 345767 345768 345769],0.01749
128,obs,,,,,
129,obs,,P.49,,[348075 348076 348077 348078 348079 348080 348081 348082],0.02309
130,obs,,P.49,,[350371 350372],0.01251
131,obs,,P.49,,[350365 350366 350367 350368 350369 350370],0.03306
132,obs,,P.49,,[352672 352673 352674 352675 352676],0.03199
133,obs,,P.49,,[352670 352671],0.01233
134,obs,,P.49,,[354980 354981 354982 354983 354984 354985 354986 354987],0.05169
135,obs,,,,,
136,obs,,P.49,,[357283 357284 357285 357286 357287 357288 357289 357290],0.05039
137,obs,,P.49,,[359582],0.00619
138,obs,,P.49,,[359575 359576 359577 359578 359579 359580 359581],0.04264
139,obs,,P.49,,[361881 361882 361883],0.01866
140,obs,,P.49,,[361877 361878 361879 361880],0.02565
141,obs,,P.49,,[364186 364187 364188 364189 364190 364191],0.03857
142,obs,,P.49,,[364184 364185],0.01196
143,obs,,P.49,,[366485 366486 366487 366488 366489 366490 366491 366492],0.04923
144,obs,,,,,
145,obs,,P.49,,[368769 368770 368771 368772 368773 368774 368775],0.0428
146,obs,,P.49,,[371036 371037],0.01257
147,obs,,P.49,,[371030 371031 371032 371033 371034 371035],0.03871
148,obs,,P.49,,[373292 373293 373294 373295 373296 373297],0.03923
149,obs,,P.49,,[373290 373291],0.01326
150,obs,,P.49,,[375544 375545 375546 375547 375548 375549 375550],0.04581
151,obs,,,,,
152,obs,,P.49,,[377752 377753 377754 377755 377756 377757 377758],0.04366
153,obs,,P.49,,[379932 379933],0.01302
154,obs,,P.49,,[379926 379927 379928 379929 379930 379931],0.03552
155,obs,,P.49,,[382122 382123 382124 382125 382126 382127],0.03665
156,obs,,P.49,,[382120 382121],0.01204
157,obs,,P.49,,[384317 384318 384319 384320 384321 384322 384323],0.04374
158,obs,,,,,
159,obs,,P.49,,[386538 386539 386540 386541 386542 386543 386544],0.04269
160,obs,,P.49,,[388768 388769 388770],0.01809
161,obs,,P.49,,[388763 388764 388765 388766 388767],0.03068
162,obs,,P.49,,[390995 390996 390997 390998 390999 391000 391001 391002],0.04985
163,obs,,,,,
164,obs,,P.49,,[393238 393239 393240 393241 393242 393243 393244],0.04186
165,obs,,,,,
166,obs,,P.49,,[395488 395489 395490 395491 395492 395493 395494],0.04105
167,obs,,P.49,,[397737 397738 397739 397740 397741],0.03093
168,obs,,P.49,,[397734 397735 397736],0.01857
169,obs,,P.49,,[399962 399963 399964 399965 399966 399967 399968],0.04292
170,obs,,,,,
171,obs,,P.49,,[402178 402179 402180 402181 402182 402183 402184],0.04272
172,obs,,P.49,,[404415 404416 404417],0.01848
173,obs,,P.49,,[404411 404412 404413 404414],0.02405
174,obs,,P.49,,[406656 406657 406658 406659 406660 406661 406662 406663],0.04928
175,obs,,,,,
176,obs,,P.49,,[408905 408906 408907 408908 408909 408910 408911],0.04219
177,obs,,P.49,,[411147],0.00598
178,obs,,P.49,,[411141 411142 411143 411144 411145 411146],0.03562
179,obs,,P.49,,[413378 413379 413380 413381 413382 413383 413384],0.04191
180,obs,,,,,
181,obs,,P.49,,[415598 415599 415600 415601 415602 415603 415604 415605],0.0502
182,obs,,,,,
183,obs,,P.49,,[417816 417817 417818 417819 417820 417821 417822],0.04324
184,obs,,P.49,,[420033 420034 420035 420036 420037 420038],0.03668
185,obs,,P.49,,[420032],0.00592
186,obs,,P.49,,[422241 422242 422243 422244 422245 422246 422247],0.04161
187,obs,,,,,
188,obs,,P.49,,[424432 424433 424434 424435 424436 424437 424438 424439],0.04821
189,obs,,P.49,,[426629 426630 426631 426632 426633],0.03099
190,obs,,P.49,,[426627 426628],0.01181
191,obs,,P.49,,[428808 428809 428810 428811 428812 428813 428814],0.04417
192,obs,,,,,
193,obs,,P.49,,[430981 430982 430983 430984 430985 430986 430987],0.04259
194,obs,,P.49,,[433125 433126 433127 433128 433129 433130],0.03681
195,obs,,P.49,,[433124],0.00579
196,obs,,P.49,,[435268 435269 435270 435271 435272 435273 435274],0.04201
197,obs,,,,,
198,obs,,P.49,,[437396 437397 437398 437399 437400 437401 437402],0.04156
199,obs,,P.49,,[439512 439513 439514 439515 439516 439517 439518],0.04188
200,obs,,,,,
201,obs,,P.49,,[441637 441638 441639 441641 441642 441643],0.03561
202,obs,,P.49,,[443773 443774],0.0118
203,obs,,P.49,,[443767 443768 443769 443770 443771 443772],0.03526
204,obs,,P.49,,[445889 445890 445891 445892 445893 445894 445895],0.04157
205,obs,,,,,
206,obs,,P.49,,[448003 448004 448005 448006 448007 448008 448009],0.04467
207,obs,,P.49,,[450134 450135 450136],0.0178
208,obs,,P.49,,[450131 450132 450133],0.01873
209,obs,,P.49,,[452209 452210 452211 452212 452213 452214 452215],0.04097
210,obs,,,,,
211,obs,,P.49,,[454297 454298 454299 454300 454301 454302 454303],0.04257
212,obs,,P.49,,[456383 456384 456385 456386 456387],0.03048
213,obs,,P.49,,[456381 456382],0.01167
214,obs,,P.49,,[458467 458468 458469 458470 458471 458472 458473],0.04282
215,obs,,P.49,,[460552 460553],0.01196
216,obs,,P.49,,[460547 460548 460549 460550 460551],0.02991
217,obs,,P.49,,[462595 462596 462597 462598 462599 462600],0.03624
218,obs,,,,,
219,obs,,P.49,,[464635 464636 464637 464638 464639 464640 464641],0.04223
220,obs,,P.49,,[466642 466643 466644 466645],0.02375
221,obs,,P.49,,[466639 466640 466641],0.01849
222,obs,,P.49,,[468638 468639 468640 468641 468642 468643 468644],0.04056
223,obs,,P.49,,[470613],0.00589
224,obs,,P.49,,[470607 470608 470609 470610 470611 470612],0.03162
225,obs,,P.49,,[472554 472555 472556 472557 472558 472559 472560],0.03424
226,obs,,,,,
227,obs,,P.49,,[474519 474520 474521 474522 474523 474524 474525],0.03077
228,obs,,P.49,,[476525 476526 476527 476528],0.02041
229,obs,,P.49,,[476522 476523 476524],0.01276
230,obs,,P.49,,[478526 478527 478528 478529 478530 478531 478532],0.03088
231,obs,,P.49,,[480528],0.00425
232,obs,,P.49,,[480522 480523 480524 480525 480526 480527],0.02527
233,obs,,P.49,,[482488 482489 482490 482491 482492],0.02155
234,obs,,,,,
235,obs,,P.49,,[484438 484439 484440 484441],0.01794
236,obs,,P.49,,[486379 486380 486381],0.01386
237,obs,,,,,
238,obs,,P.49,,[488306 488307 488308 488309 488310 488311],0.02786
239,obs,,P.49,,[490235 490236 490237],0.01239
240,obs,,P.49,,[490231 490232 490233 490234],0.01753
241,obs,,P.49,,[492147 492148 492149 492150 492151 492152],0.02636
242,obs,,,,,
243,obs,,P.49,,[494059 494060 494061 494062 494063 494064 494065],0.03088
244,obs,,P.49,,[495964 495965 495966 495967 495968 495969 495970],0.03055
245,obs,,,,,
246,obs,,P.49,,[497847 497848 497849 497850 497851 497852 497853],0.031
247,obs,,P.49,,[499721 499722 499723 499724 499725 499726],0.02597
248,obs,,,,,
249,obs,,P.49,,[501589 501590 501591 501592 501593 501594],0.02617
250,obs,,P.49,,[503465 503466 503467 503468],0.01731
251,obs,,P.49,,[503462 503463 503464],0.01321
252,obs,,P.49,,[505304 505305 505306 505307 505308 505309 505310],0.0295
253,obs,,P.49,,[507144 507145],0.0099
254,obs,,P.49,,[507139 507140 507141 507142 507143],0.02059
255,obs,,P.49,,[508970 508971 508972 508973 508974 508975 508976],0.03024
256,obs,,,,,
257,obs,,P.49,,[510804 510805 510806 510807 510808 510809],0.02512
258,obs,,P.49,,[512654 512655 512656 512657 512658 512659 512660],0.03092
259,obs,,,,,
260,obs,,P.49,,[514515 514516 514517 514518 514519 514520 514521],0.03008
261,obs,,P.49,,[516380 516381 516382 516383 516384 516385 516386],0.02959
262,obs,,,,,
263,obs,,P.49,,[518243 518244 518245 518246 518247 518248 518249],0.02969
264,obs,,P.49,,[520101 520102 520103 520104 520105 520106],0.02519
265,obs,,,,,
266,obs,,P.49,,[521951 521952 521953 521954 521955 521956],0.0252
267,obs,,P.49,,[523793 523794 523795 523796 523797],0.02175
268,obs,,P.49,,[523791 523792],0.00817
269,obs,,P.49,,[525611 525612 525613 525614 525615 525616 525617],0.03004
270,obs,,P.49,,[527401 527402 527403 527404],0.01715
271,obs,,P.49,,[527398 527399 527400],0.01211
272,obs,,P.49,,[529160 529161 529162 529163 529164 529165],0.02575
273,obs,,P.49,,[530908 530909 530910],0.0125
274,obs,,P.49,,[530905 530906 530907],0.01287
275,obs,,P.49,,[532632 532633 532634 532635 532636 532637],0.02509
276,obs,,P.49,,[534349 534350 534351],0.01218
277,obs,,P.49,,[534345 534346 534347 534348],0.01673
278,obs,,P.49,,[536058 536059 536060 536061 536062 536063 536064],0.02909
279,obs,,P.49,,[537775 537776],0.0081
280,obs,,P.49,,[537770 537771 537772 537773 537774],0.02096
281,obs,,P.49,,[539492 539493 539494 539495 539496 539497],0.02463
282,obs,,P.49,,[541227],0.00586
283,obs,,P.49,,[541222 541223 541224],0.01753
284,obs,,P.49,,[542955 542956 542958 542959 542960],0.0292
285,obs,,P.49,,[544690],0.00597
286,obs,,P.49,,[544684 544685 544686 544687 544688 544689],0.02451
287,obs,,P.49,,[546421 546422 546423 546424 546425 546426 546427],0.0238
288,obs,,P.49,,[548168],0.00281
289,obs,,P.49,,[548164 548165 548166 548167],0.00857
290,obs,,P.49,,[549912 549913 549914 549915 549916 549917],0.01263
291,obs,,P.49,,[551679 551680],0.00431
292,obs,,P.49,,[551675 551676 551677 551678],0.00874
293,obs,,P.49,,[553436 553437],0.01255
294,obs,,P.49,,[555188 555189],0.00843
295,obs,,P.49,,[555183 555184 555185 555186 555187],0.02071
296,obs,,P.49,,[556963 556964 556965 556966 556967 556968 556969],0.02247
297,obs,,P.49,,[558755 558756 558757],0.01261
298,obs,,P.49,,[558752 558753 558754],0.01263
299,obs,,P.49,,[560546 560547 560548 560549 560550 560551],0.02559
300,obs,,P.49,,[562338 562339 562340 562341],0.01682
301,obs,,P.49,,[562337],0.00408
302,obs,,P.49,,[564123 564124 564125 564126 564127 564128],0.02553
303,obs,,P.49,,[565910 565911 565912 565913 565914],0.02222
304,obs,,,,,
305,obs,,P.49,,[567691 567692 567693],0.01345
306,obs,,P.49,,[569475 569476 569477 569478 569479 569480],0.02494
307,obs,,,,,
308,obs,,P.49,,[571276 571277 571278],0.00577
309,obs,,P.49,,[573059],0.00122
310,obs,,P.49.E,,,
311,slew,,,,,
312,slew,,,,,
313,slew,,,,,
314,slew,,,,,
315,obs,,P.45.S,,,
316,obs,,P.45,,[580095 580096 580097 580098],0.01461
317,obs,,P.45,,[581834 581835 581836 581837 581838],0.02212
318,obs,,P.45,,[583562 583563 583564 583565 583566 583567],0.02535
319,obs,,P.45,,[583561],0.00409
320,obs,,P.45,,[585279 585280 585284 585285],0.01526
321,obs,,P.45,,[587018],0.00513
322,obs,,,,,
323,obs,,P.45,,[588758],0.00408
324,obs,,P.45,,[590473 590475 590478],0.01219
325,obs,,,,,
326,obs,,P.45,,[592168 592169 592170 592171 592172 592173],0.02513
327,obs,,P.45,,[593858 593859 593860 593861 593862 593863],0.02525
328,obs,,P.45,,[595538],0.00411
329,obs,,P.45,,[595532 595533 595534 595535 595536 595537],0.02637
330,obs,,P.45,,[597179 597180 597181 597182 597183 597184 597185],0.02944
331,obs,,P.45,,[598810 598811 598812 598813 598814 598815],0.02512
332,obs,,,,,
333,obs,,P.45,,[600439 600440 600441 600442 600443 600444],0.02435
334,obs,,P.45,,[602068 602069 602070 602071 602072 602073],0.02453
335,obs,,,,,
336,obs,,P.45,,[603711 603712 603713 603714 603715 603716],0.02489
337,obs,,P.45,,[605365 605366 605367 605368 605369 605370],0.02459
338,obs,,,,,
339,obs,,P.45,,[607008 607009 607010 607011 607012 607013],0.0247
340,obs,,P.45,,[608652 608653 608654 608655 608656 608657 608658],0.02946
341,obs,,P.45,,[610290 610291 610292 610293 610294 610295],0.02614
342,obs,,,,,
343,obs,,P.45,,[611929 611930 611931 611932 611933 611934],0.02636
344,obs,,P.45,,[613567 613568 613570 613571],0.01269
345,obs,,,,,
346,obs,,P.45,,[615218],0.00455
347,obs,,P.45,,[616870],0.00226
348,obs,,P.45,,[618524],8e-05
349,obs,,P.45,,[618519 618520 618521],0.00659
350,obs,,P.45,,[620172 620174],0.00243
351,obs,,P.45,,[621816 621819 621820],0.00181
352,obs,,,,,
353,obs,,P.45,,[623439 623442 623444],0.00436
354,obs,,P.45,,[625069 625071 625073],0.00105
355,obs,,,,,
356,obs,,P.45,,[626693 626694 626695 626696 626697 626698],0.02336
357,obs,,P.45,,[628332 628333 628334 628335 628336 628337],0.02881
358,obs,,P.45,,[629983 629984 629985 629986 629987 629988],0.03522
359,obs,,,,,
360,obs,,P.45,,[631654 631655 631656 631657 631658 631659],0.03547
361,obs,,P.45,,[633325 633326 633327 633328 633329 633330],0.03542
362,obs,,,,,
363,obs,,P.45,,[634998 634999 635000 635001],0.02392
364,obs,,P.45,,[636684 636685 636686 636689],0.02046
365,obs,,P.45,,[638366 638367 638368 638369 638370],0.01831
366,obs,,,,,
367,obs,,P.45,,[640029 640030 640031 640033 640034],0.02312
368,obs,,P.45,,[641679 641680 641681 641684],0.01884
369,obs,,,,,
370,obs,,P.45,,[643317 643318 643319 643320],0.01788
371,obs,,P.45,,[644949 644950 644951],0.01874
372,obs,,P.45,,[646566 646567 646568],0.01191
373,obs,,,,,
374,obs,,P.45,,[648166 648167 648168 648169],0.02432
375,obs,,P.45,,[649748 649749 649750 649751 649752],0.01192
376,obs,,P.45,,[651303 651307 651308],0.00851
377,obs,,,,,
378,obs,,P.45,,[652862 652863 652864 652865 652866],0.01305
379,obs,,P.45,,[654426 654427 654428 654429 654430 654431],0.02612
380,obs,,,,,
381,obs,,P.45,,[655981 655982 655983 655984 655985 655986],0.02626
382,obs,,P.45,,[657547 657549 657551 657552],0.01297
383,obs,,P.45,,[659142 659146 659147],0.01261
384,obs,,,,,
385,obs,,P.45,,[660742 660743 660746],0.01714
386,obs,,P.45,,[662375 662376 662377 662378 662379],0.01826
387,obs,,P.45,,[664008 664010 664011 664012 664013],0.02403
388,obs,,,,,
389,obs,,P.45,,[665651 665652 665653 665654 665655],0.02281
390,obs,,P.45,,[667311 667312 667313 667314 667315 667316],0.02514
391,obs,,,,,
392,obs,,P.45,,[668976 668977 668978 668979 668980 668981],0.02568
393,obs,,P.45,,[670653 670655 670656 670657 670658],0.02117
394,obs,,P.45,,[672327 672330 672331 672332],0.01755
395,obs,,,,,
396,obs,,P.45,,[673971 673972 673973 673974 673975 673976],0.02597
397,obs,,P.45,,[675588 675589 675590 675591 675592 675593],0.02623
398,obs,,P.45,,[677201 677202 677203 677204 677205],0.0214
399,obs,,,,,
400,obs,,P.45,,[678821 678822 678823 678824 678825 678826],0.02536
401,obs,,P.45,,[680432 680433 680434 680435 680436 680437],0.02754
402,obs,,P.45,,[682030 682031 682032 682033 682034 682035],0.02727
403,obs,,,,,
404,obs,,P.45,,[683627 683628 683629 683630 683631 683632],0.02556
405,obs,,P.45,,[685204 685205 685206 685207 685208 685209],0.02682
406,obs,,P.45,,[686781 686782 686783 686784 686785 686786],0.02724
407,obs,,,,,
408,obs,,P.45,,[688352 688353 688354 688355 688356 688357],0.02645
409,obs,,P.45,,[689909 689910 689911],0.01234
410,obs,,,,,
411,obs,,P.45,,[691446 691447 691448 691449],0.01674
412,obs,,P.45,,[692999 693000 693001 693002],0.01281
413,obs,,P.45,,[694549 694551 694552 694553 694554],0.02212
414,obs,,,,,
415,obs,,P.45,,[696098 696099 696100 696101 696102 696103],0.02563
416,obs,,P.45,,[697644 697645 697646 697647 697648 697649],0.02587
417,obs,,P.45,,[699199 699200 699201 699202 699203 699204],0.0267
418,obs,,,,,
419,obs,,P.45,,[700768 700769 700770 700771 700772 700773],0.02767
420,obs,,P.45,,[702346 702347 702348 702349 702350 702351],0.02692
421,obs,,P.45,,[703917 703918 703919 703920 703921 703922],0.0256
422,obs,,,,,
423,obs,,P.45,,[705493 705494 705495 705496 705497],0.02142
424,obs,,P.45,,[707080 707081 707082 707083 707084],0.02112
425,obs,,P.45,,[708658 708659 708660 708661 708662 708663],0.02497
426,obs,,,,,
427,obs,,P.45,,[710238 710239 710240 710241 710242 710243],0.02566
428,obs,,P.45,,[711828 711829 711830 711831 711832 711833],0.02518
429,obs,,P.45,,[713435 713436 713437 713438 713439 713440],0.02537
430,obs,,,,,
431,obs,,P.45,,[715046 715047 715048 715049 715050 715051],0.02538
432,obs,,P.45,,[716657 716658 716659 716660 716661 716662],0.02568
433,obs,,P.45,,[718264 718265 718266 718267 718268 718269],0.02556
434,obs,,,,,
435,obs,,P.45,,[719880 719881 719882 719883 719884],0.02146
436,obs,,P.45,,[721502 721503 721504 721505 721506],0.02206
437,obs,,P.45,,[723135 723136 723137 723138 723139],0.0211
438,obs,,P.45,,[724767],0.00435
439,obs,,P.45,,[724762 724763 724764 724765 724766],0.02114
440,obs,,P.45,,[726388 726389 726390 726391 726392 726393],0.0253
441,obs,,P.45,,[728033 728034 728035 728036 728037 728038],0.02471
442,obs,,P.45,,[729676 729677 729678 729679 729680 729681],0.02548
443,obs,,,,,
444,obs,,P.45,,[731323 731324 731325 731326 731327 731328],0.02488
445,obs,,P.45,,[732967 732968 732969 732970 732971 732972],0.02484
446,obs,,P.45,,[734610 734611 734612 734613 734614 734615],0.02616
447,obs,,,,,
448,obs,,P.45,,[736266 736267 736268 736269 736270],0.02146
449,obs,,P.45,,[737933 737934 737935 737936 737937],0.02127
450,obs,,P.45,,[739601 739602 739603 739604 739605],0.02096
451,obs,,,,,
452,obs,,P.45,,[741274 741275 741276 741277 741278],0.02091
453,obs,,P.45,,[742956 742957 742958 742959 742960 742961],0.02523
454,obs,,P.45,,[744657 744658 744659 744660 744661 744662],0.02553
455,obs,,,,,
456,obs,,P.45,,[746376 746377 746378 746379 746380 746381],0.02485
457,obs,,P.45,,[748107 748108 748109 748110 748111 748112],0.02441
458,obs,,P.45,,[749842 749843 749844 749845 749846 749847],0.02582
459,obs,,P.45,,[751578 751579 751580 751581 751582 751583],0.0273
460,obs,,,,,
461,obs,,P.45,,[753328 753329 753330 753331 753332],0.02178
462,obs,,P.45,,[755069 755070 755071 755072 755073],0.02216
463,obs,,P.45,,[756800 756801 756802 756803 756804],0.02103
464,obs,,,,,
465,obs,,P.45,,[758525 758526 758527 758528 758529],0.02049
466,obs,,P.45,,[760240 760241 760242 760243 760244 760245],0.02469
467,obs,,P.45,,[761973 761974 761975 761976 761977 761978],0.025
468,obs,,,,,
469,obs,,P.45,,[763692 763693 763694 763695 763696 763697],0.0248
470,obs,,P.45,,[765396 765397 765398 765399 765400 765401],0.02465
471,obs,,P.45,,[767100 767101 767102 767103 767104 767105],0.02536
472,obs,,P.45,,[768800 768801 768802 768803 768804 768805],0.02498
473,obs,,,,,
474,obs,,P.45,,[770491 770492 770493 770494 770495],0.0205
475,obs,,P.45,,[772174 772175 772176 772177 772178],0.02075
476,obs,,P.45,,[773868 773869 773870 773871 773872],0.02051
477,obs,,,,,
478,obs,,P.45,,[775549 775550 775551 775552 775553],0.02422
479,obs,,P.45,,[777203 777204 777205 777206 777207],0.02283
480,obs,,P.45,,[778851 778852 778853 778854 778855 778856],0.02653
481,obs,,P.45,,[780474 780475 780476 780477 780478 780479],0.02507
482,obs,,,,,
483,obs,,P.45,,[782110 782111 782112 782113 782114 782115],0.02535
484,obs,,P.45,,[783735 783736 783737 783738 783739 783740],0.02465
485,obs,,P.45,,[785363 785364 785365 785366 785367 785368],0.02483
486,obs,,,,,
487,obs,,P.45,,[786990 786991 786992 786993 786994],0.02036
488,obs,,P.45,,[788611 788612 788613 788614],0.01744
489,obs,,P.45,,[790227 790228 790229 790230],0.01758
490,obs,,P.45,,[791842 791843 791844 791845 791846],0.02158
491,obs,,,,,
492,obs,,P.45,,[793453 793454 793455 793456 793457],0.02214
493,obs,,P.45,,[795067 795068 795069 795070 795071],0.02141
